14,0
20,0
23,0
26,0
48,0
51,0
53,0
55,0
69,0
70,0
76,0
80,0
88,0
95,0
103,0
113,0
133,0
152,1
155,0
157,0
164,1
171,1
178,0
195,0
212,1
216,0
226,1
240,0
247,0
249,0
257,0
265,0
275,0
282,0
285,0
286,1
295,0
304,0
305,1
322,0
337,0
344,0
349,1
360,1
379,1
387,0
390,0
403,0
414,0
419,1
421,1
428,0
429,0
432,0
452,0
475,1
487,1
497,1
505,0
507,1
527,1
552,0
558,0
561,0
572,0
583,1
584,0
589,0
594,0
606,0
609,0
615,0
630,1
635,0
638,0
645,0
652,0
660,0
661,0
663,0
680,0
685,0
686,1
690,0
691,0
693,0
695,0
700,1
703,0
709,0
713,1
723,1
726,0
727,0
733,0
743,1
751,0
752,0
758,0
762,1
768,1
771,0
788,0
790,0
791,0
797,1
802,0
805,0
819,0
821,0
825,0
827,0
833,1
843,1
844,0
848,0
853,0
870,0
872,0
895,0
901,0
911,0
912,1
916,0
921,0
935,1
940,0
961,1
963,0
980,0
994,0
1005,0
1006,0
1007,0
1015,0
1024,0
1030,0
1031,1
1033,0
1035,0
1046,1
1065,0
1072,1
1078,0
1080,0
1099,0
1103,0
1133,0
1145,0
1147,0
1150,0
1164,1
1174,0
1181,0
1182,0
1213,0
1223,0
1225,0
1235,0
1240,0
1243,0
1252,0
1253,0
1255,1
1274,1
1278,0
1285,0
1288,0
1289,0
1290,0
1297,1
1306,0
1311,0
1313,0
1340,0
1342,1
1349,1
1352,0
1353,0
1357,0
1363,0
1365,0
1377,0
1381,1
1390,0
1391,0
1393,0
1394,0
1399,0
1405,0
1409,0
1413,1
1422,0
1427,0
1442,0
1446,0
1451,0
1458,1
1469,1
1472,0
1476,0
1486,0
1489,0
1496,0
1500,0
1502,0
1520,0
1541,1
1556,1
1575,0
1576,0
1587,0
1597,1
1600,0
1614,0
1618,0
1621,0
1625,0
1632,0
1637,0
1645,1
1647,0
1650,1
1660,0
1686,0
1687,0
1701,1
1714,0
1728,1
1738,0
1756,0
1769,0
1783,0
1785,1
1796,0
1807,0
1812,0
1815,0
1822,0
1823,0
1827,0
1863,0
1871,1
1901,1
1909,1
1918,1
1928,0
1936,0
1939,1
1943,0
1953,0
1956,0
1966,0
1968,0
1971,1
1975,0
1996,1
2028,0
2062,0
2063,0
2064,0
2070,0
2072,0
2089,0
2090,0
2093,0
2098,0
2099,0
2107,0
2108,0
2117,0
2121,0
2134,0
2135,0
2158,1
2159,1
2160,0
2177,1
2188,0
2189,0
2203,0
2247,1
2253,0
2262,1
2266,1
2271,0
2274,1
2279,0
2290,0
2302,0
2304,0
2312,0
2316,0
2318,1
2323,1
2327,1
2333,0
2338,1
2339,0
2347,0
2351,0
2355,0
2365,1
2367,0
2385,0
2389,1
2390,0
2393,0
2396,0
2404,1
2406,1
2407,0
2426,0
2435,0
2463,1
2466,0
2469,0
2472,0
2482,0
2498,1
2501,0
2506,0
2513,1
2516,0
2518,0
2536,0
2541,0
2553,1
2565,0
2571,0
2572,0
2574,0
2577,0
2592,0
2596,0
2600,1
2601,0
2602,0
2606,0
2609,1
2612,0
2620,1
2635,0
2640,0
2642,0
2653,0
2654,1
2667,0
2676,0
2679,0
2690,0
2693,0
2706,0
2711,0
2712,0
2715,0
2722,1
2723,0
2728,0
2733,0
2736,1
2742,1
2744,0
2747,0
2748,0
2749,0
2753,1
2756,0
2765,0
2798,0
2806,1
2814,1
2815,0
2817,1
2824,1
2828,0
2850,1
2854,0
2862,0
2874,0
2881,1
2902,1
2906,1
2910,1
2912,0
2931,1
2932,1
2936,0
2948,0
2965,1
2970,0
2975,1
2977,0
2983,0
2994,0
3002,0
3008,0
3009,1
3017,0
3018,0
3019,0
3021,1
3068,0
3074,0
3100,0
3102,1
3111,0
3112,0
3152,0
3161,0
3166,0
3171,0
3193,0
3214,1
3250,0
3253,0
3254,0
3258,0
3260,0
3284,0
3286,0
3330,0
3331,0
3338,0
3339,0
3349,1
3353,0
3354,1
3355,0
3359,0
3376,1
3388,0
